Dataid,Brand,Images,Interested_count,Item_description,Likes,Link,MarketStatus,Price,SearchDate,SellerId,SellerName,Size,Title,Upload_date,View_count,Condition,Page,SearchCount
5560315150,ASOS Design,[],,Noch nie getragen,0,https://www.vinted.it/items/5560315150-plateau-schuhe?referrer=catalog,Sold,5.0,25/12/2024 21:47:12,127,hexenweib666,42.0,Plateau-Schuhe,Unknown,,Unknown,1,0
5560229313,Converse,[],,Neuve,8,https://www.vinted.it/items/5560229313-converse-femme-neuve?referrer=catalog,Sold,20.0,25/12/2024 21:58:04,128,risina,39.0,Converse femme neuve,Unknown,,Unknown,7,5
5560287376,UGG,[],,très peu porté,2,https://www.vinted.it/items/5560287376-botte-ugg-beige?referrer=catalog,Sold,45.0,25/12/2024 22:00:24,129,eva_mnr,38.0,botte ugg beige,Unknown,,Unknown,1,5
5560285587,ECCO,[],,Taglia 40 Nuovi senza scatola Vendo perché non mi vanno,0,https://www.vinted.it/items/5560285587-stivaletti-neri-ecco?referrer=catalog,Sold,19.0,25/12/2024 22:00:24,130,raffa.099,40.0,Stivaletti neri ecco,Unknown,,Unknown,5,7
5560299679,UGG,[],,Tt neuf,4,https://www.vinted.it/items/5560299679-ugg-neuf?referrer=catalog,Sold,100.0,25/12/2024 22:03:24,131,enise2024,38.0,Ugg neuf,Unknown,,Unknown,4,8
5560366986,UGG,[],,Vendue sans la boîte Taille 38,2,https://www.vinted.it/items/5560366986-ugg-mini?referrer=catalog,Sold,70.0,25/12/2024 22:09:41,132,lorette_59,38.0,Ugg mini,Unknown,,Unknown,1,10
5560412607,Zara,[],,Nooit gedragen! maat 39,2,https://www.vinted.it/items/5560412607-zara-slippers-muiltjes?referrer=catalog,Sold,5.0,25/12/2024 22:28:13,133,lraayb,39.0,Zara slippers muiltjes,Unknown,,Unknown,1,3
5560361263,Marypaz,[],,Talla: 38 Nuevas sin estrenar,8,https://www.vinted.it/items/5560361263-botas-marypaz-nuevas-sin-estrenar?referrer=catalog,Sold,10.0,25/12/2024 22:40:43,134,raquelqt00,38.0,Botas marypaz nuevas sin estrenar,Unknown,,Unknown,4,7
5560405816,UGG,[],,Completamente nuevas sin uso tal cual las fotos y originales,0,https://www.vinted.it/items/5560405816-botas-ugg?referrer=catalog,Sold,100.0,25/12/2024 22:45:41,135,marta124455,38.0,Botas uGG,Unknown,,Unknown,1,5
5560384261,Nicoli,[],1.0,Usadas una vez,1,https://www.vinted.it/items/5560384261-botas?referrer=catalog,Sold,140.0,25/12/2024 22:44:34,136,belen13lf,38.0,Botas,39 min,13.0,Nuovo senza cartellino,3,8
5560318990,Moon Boot,[],,"Indossati una volta sola, condizioni perfette! Taglia 39/41",12,https://www.vinted.it/items/5560318990-doposci-moon-boot?referrer=catalog,Sold,80.0,25/12/2024 22:48:06,137,paolabenga,40.0,Doposcí Moon Boot 🌙,Unknown,,Unknown,6,6
5560164558,adidas,[],,Spezial marron 🟤 Neuf✅ Jamais porté📝 Copie parfaite✅,13,https://www.vinted.it/items/5560164558-spezial-marron?referrer=catalog,Sold,45.0,25/12/2024 22:51:08,138,ilyan_76,38.0,Spezial marron,Unknown,,Unknown,3,8
5560352422,Timberland,[],3.0,• Jamais portées • Taille 38,10,https://www.vinted.it/items/5560352422-bottines-timberland?referrer=catalog,Sold,70.0,26/12/2024 00:02:26,139,liinda110817,38.0,Bottines Timberland,2 ore,52.0,Condizioni,9,0
5560342428,New Balance,[],8.0,Nuevas sin usar,25,https://www.vinted.it/items/5560342428-new-balance-530?referrer=catalog,Sold,60.0,26/12/2024 00:11:02,140,jessica9696969,40.0,New balance 530,2 ore,82.0,Condizioni,8,4
5561004827,New Balance,[],2.0,Taille 38 Excellent état Couleur ivoire beige #newbalance #zara #sneakers #basket #lifestyle,4,https://www.vinted.it/items/5561004827-new-balance?referrer=catalog,Sold,45.0,26/12/2024 11:54:45,141,saraaah761,38.0,New balance,35 min,26.0,Condizioni,6,0
5561045191,Reebok,[],,Nuove mai calzate,1,https://www.vinted.it/items/5561045191-scarpe-nera-e-fucsia-pelle?referrer=catalog,Sold,8.0,26/12/2024 11:57:37,142,stefano.2022,38.0,Scarpe nera e fucsia pelle,25 min,6.0,Condizioni,4,0
5561034853,Campus,[],1.0,Neuve. Taille 38 2/3. Campus adidas grise.,2,https://www.vinted.it/items/5561034853-campus-grise?referrer=catalog,Sold,48.0,26/12/2024 11:57:37,143,cic34,38.5,Campus grise,29 min,14.0,Condizioni,5,0
5561122402,Birkenstock,[],,Birkenstock taille 37 neuves,0,https://www.vinted.it/items/5561122402-birkenstock?referrer=catalog,Sold,10.0,26/12/2024 11:55:53,144,laury1306,37.0,Birkenstock,5 min,5.0,Condizioni,1,1
5561258337,Converse,[],1.0,Nieuw,2,https://www.vinted.it/items/5561258337-damesschoenen-hoge-sneakers-converse?referrer=catalog,Sold,22.0,26/12/2024 12:38:56,145,brigitte-67,41.0,Damesschoenen hoge sneakers converse,12 min,7.0,Condizioni,2,0
5561015081,UGG,[],8.0,Pointure 37 cadeau erreur de pointure classique ultra mini teinte beige clair expédition rapide Juste sorti du carton pour les photos,18,https://www.vinted.it/items/5561015081-ugg-neuve-dans-emballage-origine?referrer=catalog,Sold,80.0,26/12/2024 12:40:02,146,pascale1807,37.0,uGG neuve dans emballage origine,un'ora,54.0,Condizioni,8,0
5561152468,La Halle,[],,Jamais porté,0,https://www.vinted.it/items/5561152468-chaussures-a-talons?referrer=catalog,Sold,5.0,26/12/2024 12:40:02,147,jennifer59220,38.0,Chaussures à talons,40 min,6.0,Condizioni,8,0
5561215599,Zara,[],2.0,"Estado impecable, se envían con funda. laagam renatta nicoli maria de la orden purificacion garcia adolfo dominguez bimba y lola carolina herrera mango zara massimo dutti la veste maravic laganini",1,https://www.vinted.it/items/5561215599-bailarinas-leopardo-de-zara?referrer=catalog,Sold,15.0,26/12/2024 12:42:27,148,mdanslu,38.0,Bailarinas leopardo de Zara,26 min,15.0,Condizioni,5,0
5561232314,adidas,[],2.0,Se venden adidas spezial nuevas Talla 37 Con caja Sin defectos,1,https://www.vinted.it/items/5561232314-adidas-spezial?referrer=catalog,Sold,55.0,26/12/2024 12:42:26,149,luisvalkkk,37.0,Adidas Spezial,22 min,20.0,Condizioni,1,0
5561312052,adidas,[],1.0,Chuteiras Predator gama Elite usado muito poucas vezes como se pode comprovar pelas fotos com apenas algumas marcas de uso.,0,https://www.vinted.it/items/5561312052-adidas-predator-elite-l-ag-2g3g?referrer=catalog,Sold,90.0,26/12/2024 12:47:28,150,tto1234,44.0,Adidas Predator Elite L AG 2G/3G,7 min,1.0,Condizioni,1,3
5561305767,Brand non indicato,[],1.0,Jamais portées car trop grandes pour moi,0,https://www.vinted.it/items/5561305767-chaussures-femme-mocassins-noires?referrer=catalog,Sold,10.0,26/12/2024 12:51:40,151,jadgabax14,40.0,Chaussures femme mocassins noires,12 min,7.0,Condizioni,1,2
5561174019,Le Coq Sportif,[],1.0,"Chaussures Le Coq Sportif, blanche et rose, taille 37, porté une fois",1,https://www.vinted.it/items/5561174019-chaussures-le-coq-sportif-blanche-et-rose?referrer=catalog,Sold,15.0,26/12/2024 12:51:30,152,nathalie_35,37.0,Chaussures Le Coq Sportif blanche et rose,un'ora,2.0,Condizioni,9,4
5561332138,Jm. Diamant,[],1.0,Jamais porté neuf,0,https://www.vinted.it/items/5561332138-talon?referrer=catalog,Sold,5.0,26/12/2024 12:57:54,153,dephwlz,38.0,Talon,10 min,10.0,Condizioni,1,4
5561325047,UGG,[],1.0,nuovi mai usati,0,https://www.vinted.it/items/5561325047-ugg-pantofole?referrer=catalog,Sold,1.0,26/12/2024 12:56:28,154,elenapins44,38.0,ugg pantofole,13 min,8.0,Condizioni,1,6
5561522512,Shein,[],,"Taille 43 Jamais porté, je l'ai juste essayé chez moi mais avec ma blessure j'ai du mal à marcher avec",3,https://www.vinted.it/items/5561522512-bottines-a-talon?referrer=catalog,Sold,8.0,26/12/2024 14:02:13,155,sowbloom,43.0,Bottines à talon,25 min,24.0,Condizioni,5,0
5561476400,Bershka,[],1.0,"Bota alta marrón camel 38 Bershka. Puesta sólo en una ocasión. Se puede regular con los cordones, pero también lleva una cremallera en cada lateral para que sea más facil poner y quitar",1,https://www.vinted.it/items/5561476400-botas-altas-cordones-38-bershka?referrer=catalog,Sold,12.0,26/12/2024 14:02:32,156,ambar38,38.0,Botas altas cordones 38 Bershka,37 min,12.0,Condizioni,7,0
5561497019,Shein,[],1.0,Neuve jamais porté,0,https://www.vinted.it/items/5561497019-claquette-shein-noire?referrer=catalog,Sold,1.0,26/12/2024 14:04:47,157,prississou,39.0,Claquette SHEIN noire,34 min,2.0,Condizioni,6,0
5561497553,Vanessa Wu,[],1.0,•Basket : Vanessa wu femme Neuves •taille : 41 article authentique je suis vendeuse pro ☺️ •couleur : bleu et blanche en similicuir •Neuves dans la boîte d’origine 📦👍🏻 •Envoie : très rapide et soigné •prix : imbattable : profitez-en : valeur 80€ sur le site Vanessa wu,3,https://www.vinted.it/items/5561497553-basket-vanessa-wu-femme?referrer=catalog,Sold,49.0,26/12/2024 14:04:47,158,linda_06,41.0,Basket Vanessa wu femme,35 min,11.0,Condizioni,6,0
5561552574,UGG,[],1.0,"Paire d'UGG Lowmel Noir jamais porté ultra confort 👌 Taille : 38 Prix boutique : 180 Faites vite, elles partent vite ! 🚀",2,https://www.vinted.it/items/5561552574-ugg-lowmel-noir?referrer=catalog,Sold,165.0,26/12/2024 14:04:47,159,anis91100,38.0,UGG Lowmel Noir,21 min,10.0,Condizioni,4,0
5561591444,UGG,[],3.0,"Jamais portée , neuve",1,https://www.vinted.it/items/5561591444-ugg-tazz?referrer=catalog,Sold,29.0,26/12/2024 14:07:38,160,sarah_4576,38.0,Ugg tazz,14 min,37.0,Condizioni,1,0
5561610256,Chaussea,[],,Jolis et chics escarpins . Achetés chez chaussea . Jamais portés,0,https://www.vinted.it/items/5561610256-escarpins?referrer=catalog,Sold,10.0,26/12/2024 14:07:38,161,camaraneau,38.0,Escarpins,10 min,2.0,Condizioni,1,1
5561583677,Shabbies,[],,"Leuke laarsjes, lekker warm aan de binnenkant, eigen zooltjes kunnen erin. Valt tussen maat 39-40 in. Nooit gedragen; toch niet helemaal mijn stijl",0,https://www.vinted.it/items/5561583677-shabbies-laarsjes-maat-39?referrer=catalog,Sold,34.0,26/12/2024 14:07:38,162,pamrijnsburger,39.0,Shabbies laarsjes maat 39,17 min,4.0,Condizioni,2,0
5561592791,fastwitch,[],1.0,"Nieuwe loopschoenen Van het merk Fastwitch Maat 39 Er liggen geen zolen in Nieuw, ongedragen! (Nieuwprijs was ongeveer 120 euro)",0,https://www.vinted.it/items/5561592791-nieuwe-sportschoenen?referrer=catalog,Sold,10.0,26/12/2024 14:07:38,163,femkeclaus,39.0,Nieuwe sportschoenen,15 min,4.0,Condizioni,1,0
5561587289,Nike,[],1.0,Bleu blanc rose fuchsia,1,https://www.vinted.it/items/5561587289-nike-cortez?referrer=catalog,Sold,14.0,26/12/2024 14:07:38,164,liawmoda,38.0,Nike Cortez,17 min,6.0,Condizioni,2,0
5561581275,Shein,[],,Sin usar.,1,https://www.vinted.it/items/5561581275-tacones-transparentes-de-she-in?referrer=catalog,Sold,1.0,26/12/2024 14:07:38,165,lilbia,38.0,Tacones transparentes de she in,19 min,7.0,Condizioni,2,0
5561558874,adidas,[],1.0,Talla 38 preciosas,1,https://www.vinted.it/items/5561558874-adidas-handball-spezial-sabados-red?referrer=catalog,Sold,70.0,26/12/2024 14:07:38,166,carminamarinp,38.0,Adidas handball spezial sábados red,25 min,10.0,Condizioni,3,0
5561480841,Golden Goose,[],1.0,"▪️Zapatillas Golden Goose. 🔸Originales: 100% verificadas por expertos®️ ▪️Modelo: Super-Star 🔸Talla 40 (plantilla interior: 26,7 cm). ▪️Estado: Nuevas, sin estrenar🍀 🔸 Envío todo lo que ves en las fotos del anuncio. ▪️Escríbenos para lo que necesites!💚 🔸❗️Elige: Mondial Relay / Inpost / UPS ❗️(Solo hacemos envíos con estas empresas de transporte). ✅Y no te olvides de suscribirte para obtener descuentos y estar al tanto de nuestras publicaciones semanales!✅",2,https://www.vinted.it/items/5561480841-golden-goose-super-star?referrer=catalog,Sold,370.0,26/12/2024 14:15:56,167,Nanay,40.0,Golden Goose Super-Star,un'ora,45.0,Condizioni,3,0
5561605021,adidas,[],5.0,"Neuf jamais porté Problème de taille,acheté sur Vinted.",9,https://www.vinted.it/items/5561605021-basket-adidas-36?referrer=catalog,Sold,35.0,26/12/2024 14:24:31,168,marija0316,36.0,Basket Adidas 36,27 min,40.0,Condizioni,4,8
5561687980,adidas,[],1.0,"Zapatillas sin estrenar, completamente nuevas.",0,https://www.vinted.it/items/5561687980-adidas-samba-blanco-y-coral?referrer=catalog,Sold,55.0,26/12/2024 14:27:27,169,pedro_1022,39.0,Adidas samba blanco y coral,9 min,11.0,Condizioni,1,7
5569954979,Zara,[],1.0,Nuevas sin etiqueta. Precio no negociable,3,https://www.vinted.it/items/5569954979-botas-altas-doradas-con-purpurina-de-zara?referrer=catalog,Sold,30.0,28/12/2024 17:48:48,170,stephanie33736,41.0,Botas altas doradas con purpurina de Zara,13 min,12.0,Condizioni,2,0
5569829807,Asics,[],,👟: Asics Gel Kayano 14 Cream Sweet Pink 📏: Pointure (38) ✅: Etats Neuf jamais porter 📦: Envoi en 24h GRAND MAX,7,https://www.vinted.it/items/5569829807-asics-gel-kayano-14?referrer=catalog,Sold,100.0,28/12/2024 17:48:48,171,mimi.0208,38.0,Asics Gel Kayano 14,36 min,15.0,Condizioni,6,0
5569940564,Michael Kors,[],5.0,"Scarpa da Donna, Michael Kors, calza 39, nera, nuova.",5,https://www.vinted.it/items/5569940564-scarpa-da-donna-michael-kors-nera-calza-39?referrer=catalog,Sold,15.0,28/12/2024 17:48:48,172,matt15501,39.0,Scarpa da Donna Michael Kors - Nera,16 min,37.0,Condizioni,2,0
5569973062,Dr. Martens,[],5.0,Chaussures Martens jamais porté de couleur violet brillant,0,https://www.vinted.it/items/5569973062-chaussures-d-martens?referrer=catalog,Sold,30.0,28/12/2024 17:48:48,173,bidou1940,42.0,Chaussures D martens,11 min,14.0,Condizioni,1,0
5569908075,Moon Boot,[],4.0,"Moon boot mai indossati , nuovi. Come da foto.",2,https://www.vinted.it/items/5569908075-moon-boot-donna-neri-nr-3941-nuovi?referrer=catalog,Sold,90.0,28/12/2024 17:55:57,174,sfarioli,40.0,Moon Boot donna neri nr 39/41 nuovi,30 min,26.0,Condizioni,3,0
5569850691,Dr. Martens,[],1.0,Scarpe Dr Martens Modello Sinclair Milled Nappa 22564001 Taglia 38 Nuove,2,https://www.vinted.it/items/5569850691-drmartens-sinclair?referrer=catalog,Sold,135.0,28/12/2024 17:55:57,175,mantaovidiu,38.0,Dr.Martens Sinclair,41 min,15.0,Condizioni,5,0
5570363537,Kiabi,[],,Viene con todo y regalos,0,https://www.vinted.it/items/5570363537-zapatillas?referrer=catalog,Sold,5.0,28/12/2024 19:32:47,176,maria.cdr,35.0,Zapatillas,33 min,2.0,Condizioni,5,1
5570410739,Local,[],1.0,"Botins militares castanhos Novos, tam 40, camurcine, confortáveis, atacador e fecho",5,https://www.vinted.it/items/5570410739-botins-militares-castanhos-novos-tam-40?referrer=catalog,Sold,5.0,28/12/2024 19:33:36,177,verasilva555500,40.0,Botins militares castanhos Novos,23 min,21.0,Condizioni,3,0
5570319170,adidas,[],1.0,Jamais porté taille 40,0,https://www.vinted.it/items/5570319170-campus?referrer=catalog,Sold,50.0,28/12/2024 19:36:03,178,melvinsxs,40.0,Campus,un'ora,6.0,Condizioni,1,1
5573543681,Skechers,[],1.0,Bonjour Je vends une paire de Skechers Taille 39 Jamais porté,1,https://www.vinted.it/items/5573543681-skechers?referrer=catalog,Sold,33.0,29/12/2024 15:10:59,179,nicolas6287,39.0,Skechers,4 min,7.0,Condizioni,1,0
5573682288,adidas,[],2.0,Samba achetées sur vinted jamais portées car trop petites,3,https://www.vinted.it/items/5573682288-samba-adidas?referrer=catalog,Sold,40.0,29/12/2024 15:40:05,180,juliiiepjde,37.5,Samba adidas,15 min,19.0,Condizioni,3,0
5573724314,New Balance,[],1.0,Jamais porté Taille 38,1,https://www.vinted.it/items/5573724314-basket-new-balance?referrer=catalog,Sold,10.0,29/12/2024 15:42:34,181,morganne.dss,38.0,Basket new balance,12 min,17.0,Condizioni,1,1
5573658913,OUTDOOR,[],1.0,"Chaussures randonnées noires p 39. Entièrement fourrées, bien chaudes. Fermeture lacets, scratchs. Pratiquement neuves, portées une fois. Pas fait pour mes pieds...",3,https://www.vinted.it/items/5573658913-chaussures-randonnees-noires?referrer=catalog,Sold,5.0,29/12/2024 15:45:33,182,heaven51000,39.0,Chaussures randonnées noires,24 min,15.0,Condizioni,4,0
5573688034,Minelli,[],,État neuf sans étiquette,1,https://www.vinted.it/items/5573688034-bottine-noire-minelli?referrer=catalog,Sold,9.0,29/12/2024 15:45:32,183,sand68220,37.0,Bottine noire Minelli,21 min,7.0,Condizioni,3,0
5573749360,UP2FASHION,[],1.0,NIEUW,0,https://www.vinted.it/items/5573749360-cowboy-laarsjes?referrer=catalog,Sold,13.5,29/12/2024 15:45:32,184,maybrittgeerts,41.0,Cowboy laarsjes,13 min,4.0,Condizioni,1,1
5573743969,GUESS,[],1.0,"Bellissime ballerine Guess, elegantissime, perfette per le feste di Natale. Numero 39",0,https://www.vinted.it/items/5573743969-ballerine-guess-eleganti?referrer=catalog,Sold,50.0,29/12/2024 15:45:32,185,easyshop1234,39.0,Ballerine Guess eleganti,14 min,1.0,Condizioni,1,0
5573882153,Bordeaux,[],1.0,Neuves juste essayées Attention je n ai pas noté adidas mais « bordeaux » 😉,1,https://www.vinted.it/items/5573882153-basket-bordeaux?referrer=catalog,Sold,45.0,29/12/2024 15:56:18,186,lylynat,38.0,Basket bordeaux,7 min,2.0,Condizioni,1,7
5573769111,New Balance,[],,Baskets New balance modèle 530 Taille 37 Neuves jamais portées Achetées sur Vinted mais trop petites,0,https://www.vinted.it/items/5573769111-new-balance-530?referrer=catalog,Sold,60.0,29/12/2024 16:03:53,187,chloe-29,37.0,New Balance 530,Unknown,,Unknown,1,3
5574636923,Zara,[],2.0,Zwart instap muiltje zara,6,https://www.vinted.it/items/5574636923-muiltje?referrer=catalog,Sold,7.0,29/12/2024 18:10:26,188,saarvanwijngaarden,41.0,Muiltje,33 min,18.0,Condizioni,7,0
5574819736,Salomon,[],1.0,basket femme randonné taille 38,1,https://www.vinted.it/items/5574819736-basket-femme?referrer=catalog,Sold,15.0,29/12/2024 18:12:42,189,carolineparziale,38.0,basket femme,7 min,6.0,Condizioni,1,0
5574766622,FILA,[],1.0,"Zapatillas deportivas bambas Fila. Usadas en una sola ocasión porque me quedan pequeñas. Son el modelo de este verano 2024, me han costado 69e. Quedan chulisimas puestas. Y son super cómodas por su ancha suela.",0,https://www.vinted.it/items/5574766622-zapatillas-fila-levonte?referrer=catalog,Sold,28.0,29/12/2024 18:17:40,190,raquel210982,38.0,Zapatillas Fila Levonte,22 min,1.0,Condizioni,3,0
5574858306,Salomon,[],4.0,basket femme randonné taille 38,1,https://www.vinted.it/items/5574858306-basket-femme?referrer=catalog,Sold,15.0,29/12/2024 18:23:41,189,carolineparziale,38.0,basket femme,13 min,24.0,Condizioni,1,3
5574903547,Skechers,[],1.0,Tennis noire neuve marque SKECHERS pointure 38,0,https://www.vinted.it/items/5574903547-tennis-noire?referrer=catalog,Sold,10.0,29/12/2024 18:22:13,191,angela88630,38.0,Tennis noire,6 min,3.0,Condizioni,1,5
5574791126,New Balance,[],2.0,Chaussures new balance pointure 37 porté quelques fois. État casi neuf,0,https://www.vinted.it/items/5574791126-chaussures-new-balance-37?referrer=catalog,Sold,40.0,29/12/2024 18:29:51,192,sedjai60110,37.0,Chaussures new balance 37,31 min,31.0,Condizioni,1,3
5574830337,Mango,[],,"Usadas un par de veces, como nuevas, de piel",0,https://www.vinted.it/items/5574830337-botas-piel-mango?referrer=catalog,Sold,15.0,29/12/2024 18:32:46,193,cati0986,37.0,Botas piel Mango,Unknown,,Unknown,1,0
5574892576,Nike,[],1.0,Porté 1 fois,0,https://www.vinted.it/items/5574892576-baskets-nike-neuve?referrer=catalog,Sold,12.0,29/12/2024 18:52:29,194,orlanefrls,39.0,Baskets Nike neuve,35 min,19.0,Condizioni,1,5
5575402504,Nike,[],,"Basket Nike 36,5",1,https://www.vinted.it/items/5575402504-basket-nike-365?referrer=catalog,Sold,20.0,29/12/2024 20:13:54,195,rz_93350,36.5,Basket Nike 36,26 min,3.0,Condizioni,4,0
5575299244,Nike,[],1.0,Jamais porté,1,https://www.vinted.it/items/5575299244-nike-neuve?referrer=catalog,Sold,49.0,29/12/2024 20:13:55,196,4cathou,41.0,Nike neuve,un'ora,1.0,Condizioni,7,0
5575341543,UGG,[],4.0,Nuovi,3,https://www.vinted.it/items/5575341543-ugg-nuovi?referrer=catalog,Sold,45.0,29/12/2024 20:31:54,197,serenere87757,38.0,Ugg nuovi,un'ora,65.0,Condizioni,4,0
5575388208,Mango,[],3.0,Neuf jamais porté,8,https://www.vinted.it/items/5575388208-chaussures?referrer=catalog,Sold,10.0,29/12/2024 20:16:20,198,zora1505,38.0,Chaussures,un'ora,39.0,Condizioni,4,0
5575268228,Si,[],,Per inutilizzo si vendono décolletémai usate,0,https://www.vinted.it/items/5575268228-sxarpe-decollete-n37?referrer=catalog,Sold,3.0,29/12/2024 20:22:46,199,francescar22,37.0,Sxarpe Décolleté n37,un'ora,3.0,Condizioni,10,4
5575562294,Diamantique,[],1.0,Mai indossati,0,https://www.vinted.it/items/5575562294-stivali-marroni-effetto-coccodrillo?referrer=catalog,Sold,16.0,29/12/2024 20:25:24,200,gloriaradocchia,37.0,Stivali marroni effetto coccodrillo,24 min,2.0,Condizioni,1,5
5575548404,JustFab,[],1.0,Jamais mis,0,https://www.vinted.it/items/5575548404-bottine-femme-40-justfab?referrer=catalog,Sold,7.0,29/12/2024 20:31:53,201,lindamiisalya,40.0,~ Bottine femme 40 Justfab,28 min,7.0,Condizioni,1,5
5575576008,Nike,[],1.0,Baskets Nike air max Génome pointure 40 neuves portées une seule fois dans la boîte.,0,https://www.vinted.it/items/5575576008-baskets-femme-nike?referrer=catalog,Sold,60.0,29/12/2024 20:30:10,202,boby4212,40.0,Baskets femme Nike,25 min,2.0,Condizioni,1,6
5575574467,Tribord,[],1.0,Bottes portée 1 fois de la marque Decathlon- Tribord. Peut convenir à un enfant qui chausse du 36.,0,https://www.vinted.it/items/5575574467-bottes-caoutchouc-tribord?referrer=catalog,Sold,10.0,29/12/2024 20:30:10,203,halyliya,36.0,Bottes caoutchouc Tribord,26 min,2.0,Condizioni,1,6
5575575904,Etirel,[],1.0,Bottes fourrées noires Pointure 38 Parfaite pour la saison Marque etirel Parfait état Portées une seule fois,0,https://www.vinted.it/items/5575575904-bottes-fourrees-38?referrer=catalog,Sold,8.0,29/12/2024 20:45:07,204,fabiennesarraseca,38.0,Bottes fourrées 38,26 min,9.0,Condizioni,1,6
5574597540,Birkenstock,[],3.0,UngetragenDamen Birkenstock Größe 36,0,https://www.vinted.it/items/5574597540-birkenstockgrosse-36?referrer=catalog,Sold,30.0,29/12/2024 20:55:18,205,margaretha1954,36.0,Birkenstock,3 ore,23.0,Condizioni,1,5
5575695857,No Stress,[],1.0,"Gloednieuw. Letterlijk 1x aangehad. Mooie Cognac Laarzen van No Stress. Nieuwprijs was €149,99. Maat 38",0,https://www.vinted.it/items/5575695857-no-stress-lange-laarzen-cognac?referrer=catalog,Sold,50.0,29/12/2024 20:53:46,206,annewilbeukers,38.0,No Stress lange laarzen Cognac,5 min,1.0,Condizioni,1,9
5575753877,Shein,[],,Chaussures beige neuves. Shein. 37.,0,https://www.vinted.it/items/5575753877-chaussures-beige?referrer=catalog,Sold,2.0,29/12/2024 21:11:20,207,cnt77,37.0,Chaussures beige,8 min,3.0,Condizioni,1,0
5575577652,Saint Laurent,[],2.0,Ungetragen und neu Karton ist nicht da,6,https://www.vinted.it/items/5575577652-yves-saint-laurent-high-heels?referrer=catalog,Sold,120.0,29/12/2024 21:13:39,208,josias.jbl,38.0,Yves saint Laurent High Heels,un'ora,33.0,Condizioni,7,0
5575705587,Mustang,[],1.0,Neuve,0,https://www.vinted.it/items/5575705587-bottines-femme-mustang?referrer=catalog,Sold,10.0,29/12/2024 21:16:49,209,lola24021998,39.0,Bottines femme mustang,27 min,20.0,Condizioni,2,0
5575784547,UGG,[],1.0,"Vendo Ugg ultra mini n 39 , praticamente nuovi! Indossati una sola volta perché poi me ne hanno regalato un altro paio di un colore che preferisco e non ho più messo questi😅",2,https://www.vinted.it/items/5575784547-ugg-ultra-mini-39?referrer=catalog,Sold,75.0,29/12/2024 21:15:20,210,caterina.genovesi,39.0,Ugg ultra mini 39,10 min,12.0,Condizioni,1,3
5575691905,Mephisto,[],1.0,Slechts enkele keren gedragen binnenshuis,1,https://www.vinted.it/items/5575691905-mephisto-veterschoenen?referrer=catalog,Sold,25.0,29/12/2024 21:20:51,211,joliendirckx,39.0,Mephisto veterschoenen,33 min,16.0,Condizioni,3,0
5575756031,Panafrica,[],1.0,Baskets neuves sans.la boite,0,https://www.vinted.it/items/5575756031-baskets-panafrica?referrer=catalog,Sold,45.0,29/12/2024 21:20:50,212,lilaaaa29,41.0,Baskets Panafrica,19 min,1.0,Condizioni,1,0
5575686472,Massimo Dutti,[],4.0,Zapatos muy cómodos en color beige,2,https://www.vinted.it/items/5575686472-zapatos-para-mujer-massimo-ditti?referrer=catalog,Sold,30.0,29/12/2024 21:20:51,213,martaflow,38.0,Zapatos para mujer  Massimo Ditti,35 min,44.0,Condizioni,3,0
5575842784,Gola,[],,Basket multicolore pastel Gola Neuves Taille 39,0,https://www.vinted.it/items/5575842784-basket-gola?referrer=catalog,Sold,10.0,29/12/2024 21:27:26,214,maud_mth,39.0,Basket Gola,7 min,6.0,Condizioni,1,6
5575801078,BURTON of London,[],1.0,BOOTS BURTON of London neuves P38 Fourrées style UGG,0,https://www.vinted.it/items/5575801078-boots-neuves-burton-of-london?referrer=catalog,Sold,20.0,29/12/2024 21:31:48,215,taranne,38.0,Boots neuves Burton of London,20 min,9.0,Condizioni,1,4
5575831625,Crocs,[],,"Neue Crocs in blau. Nie getragen, daher sehr guter Zustand. Größe 41",0,https://www.vinted.it/items/5575831625-crocs-blau?referrer=catalog,Sold,10.0,29/12/2024 21:31:48,216,rikba,41.0,Crocs blau,14 min,4.0,Condizioni,1,5
5575708469,Stradivarius,[],1.0,Jamais portes,1,https://www.vinted.it/items/5575708469-stradivarius-mocassin-neuf?referrer=catalog,Sold,9.0,29/12/2024 21:31:48,217,lallaouass,40.0,Stradivarius mocassin neuf,42 min,12.0,Condizioni,4,4
5575871644,UGG,[],1.0,"Nieuwe UGGS Classic Mini. In perfecte staat. Gekocht via Vinted, voor mijn dochter helaas net te klein.",0,https://www.vinted.it/items/5575871644-uggs-classic-mini-nieuw-maat-39?referrer=catalog,Sold,95.0,29/12/2024 21:43:04,218,mirjam020,39.0,UGGS Classic Mini,12 min,8.0,Condizioni,1,9
5575805661,Campus,[],,Nuevas,0,https://www.vinted.it/items/5575805661-zapatillas-campus?referrer=catalog,Sold,45.0,29/12/2024 21:45:09,219,ana240479,38.0,Zapatillas campus,32 min,28.0,Condizioni,1,4
5575983482,Zoom,[],,Air zoom,0,https://www.vinted.it/items/5575983482-air-zoom-tama?referrer=catalog,Sold,1.0,29/12/2024 22:00:55,220,total90_d,43.0,Air zoom tama,3 min,2.0,Condizioni,1,0
